item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Fala, menina!","Cintia Barreto, Luciana Grether",Cintia,Barreto,"Biblioteca do Ponto de Cultura UBEMTEM",9788595000803,8595000808,"Um livro para pequenas feministas e seus aliados: assim é ""Fala, menina!""O livro, voltado para o público pré-adolescente, é não apenas necessário, mas urgente nos dias atuais. Na narrativa, a protagonista toma a voz para si, apossa-se de seus pensamentos, de suas palavras, da sua liberdade e do seu direito de expressão. Sua voz sai retumbante da garganta, o ar espalha-se no espaço e daí ecoam as palavras, os desejos, as angústias, as ânsias do ser mulher. Em ""Fala, menina!"", portanto, a protagonista toma a palavra e dela faz uso. Antes disso, porém, descobre que a sociedade ainda hoje insiste em abafar sua voz em função de sua condição de gênero. Vai daí a necessidade de impor seus posicionamentos e pensamentos. É importante ressaltar que Fala, menina! constitui material literário da mais alta qualidade, construído pela talentosa escritora Cintia Barreto, a partir de ricos recursos metafóricos, intertextuais e com coloridas e vibrantes ilustrações da também talentosa, e premiada, ilustradora Luciana Grether. O livro diverte e encanta, visto que é arte no seu sentido lato. ""Fala, menina!"" fala para muitas pessoas: responsáveis, docentes, mediadores e mediadoras de leitura, bibliotecários e bibliotecárias. Fala para as meninas (claro!), mas também para os meninos – que podem e devem ser aliados na construção de uma sociedade mais equânime e justa.",Oficinar,2023-04-10,,,,,40,,,,,,,,,,,,,2026-06-25,1
book,"VOLTA, MURIQUI","VARIOS AUTORES",VARIOS,AUTORES,"Biblioteca do Ponto de Cultura UBEMTEM",9786500357509,6500357507,"Ecológica se afasta de onde nasceu,em busca de um novo bando. Isso faz parte da natureza de todo muriqui. Sem encontrar outra mata protegida, nem outro grupo, ela fica isolada. 
Será que sobrevive sozinha? 
Ao acompanhar a história dessa grande e pacifica primata, você vai entender a situação-e a salvação-de animais em risco de extinção. Vai entender por que onde há muriqui, pode ter bugio, cutia, anta, veado, jabuti, e a onça pintada. E por que nossa Ecológica é uma espécie bandeira e guarda-chuva!",SUR,2024-01-01,,,,,64,,,,,,,,,,,,,2026-06-25,1
book,"O rapto do galo","Fabiana Karla, Rosinha Campos",Fabiana,Karla,"Biblioteca do Ponto de Cultura UBEMTEM",9788562500633,8562500631,"Às vésperas do Carnaval, o Galo da Madrugada desaparece. O rapto do símbolo do bloco pernambucano, que arrasta mais de dois milhões de pessoas todos os anos pelas ruas do Recife, é o ponto de partida para a preciosa homenagem de Fabiana Karla ao folclore de sua terra natal. Em sua estreia na literatura, a atriz e comediante compõe um cordel contemporâneo enriquecido com as xilogravuras e os retalhos de chita de Rosinha, premiada ilustradora, também pernambucana, vencedora do Prêmio Jabuti. Após o sumiço do Galo na Ponte Duarte Coelho, o Momo se recusa a abrir o Carnaval. Mesmo com as ruas enfeitadas, o povo fantasiado e o frevo tocando, a festa é suspensa. Todos se juntam para procurá-lo. O cortejo do Maracatu vai a Olinda falar com o Homem da Meia-Noite e a Mulher do Dia, e passa por Caruaru para colher mais informações com os bonecos de barro do mestre Vitalino. Com medo do Papa-Figo, os Caboclos de Lança pensam em desistir. Até que o Cirandeiro tem um plano infalível. Com a mesma leveza e o humor que caracterizam seu trabalho como atriz, Fabiana Karla recupera a tradição oral nordestina e transporta os pequenos leitores para um delicioso desfile de personagens e cores. Ao som do coco, da ciranda e do frevo Vassourinhas, O rapto do Galo apresenta as histórias que Fabiana ouviu da avó, Zulmira, e a riqueza do folclore pernambucano, dissecado em um glossário sobre ritmos, artistas e costumes populares.","Rocco Pequenos Leitores",2014-02-15,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Dandara & Katua","Luciana Nunes",Luciana,Nunes,"Biblioteca do Ponto de Cultura UBEMTEM",9786525098319,6525098319,"Dandara & Katua são duas princesas com sonhos diferentes, mas com um mesmo coração curioso. Entre doces, aventuras e descobertas, aprendem que cada um pode ser o que quiser ― basta acreditar em si mesmo!",Ârterinha,2026-04-12,,,,,40,,,,,,,,,,,,,2026-06-25,1
book,"Águia e a Coruja e Outras Fábulas de la Fontaine","Jean de la Fontaine",Jean,Fontaine,"Biblioteca do Ponto de Cultura UBEMTEM",9788537719138,8537719137,"""Culpe a si mesma. Melhor dizendo, culpe a lei natural que faz com que vejamos nossos filhos como os mais belos, inteligentes, encantadores. Foi esse o retrato que fez dos seus filhos para a Águia... Como ela havia de reconhecê-los?""","Escala Educacional",2013-01-01,,,,,40,,,,,,,,,,,,,2026-06-25,1
book,"O bordado da minha avó","Clarice Campos, Ana Cardia",Clarice,Campos,"Biblioteca do Ponto de Cultura UBEMTEM",9786585972185,658597218X,"Em O Bordado da Minha Avó , Clarice Campos transforma linhas, pontos e tecidos em memória, afeto e ancestralidade. Enquanto borda, a avó da narradora também costura histórias, ensinamentos e lembranças que atravessam gerações.Entre fios coloridos, palavras delicadas e imagens poéticas, a obra aborda pertencimento, identidade negra, liberdade e herança cultural de forma sensível e acolhedora.Cada página revela como o ato de bordar pode unir passado, presente e futuro, transformando memórias em resistência e amor.Com texto lírico e ilustrações inspiradas no universo artesanal, este livro convida crianças e adultos a refletirem sobre suas origens, os laços familiares e as histórias que ajudam a construir quem somos.Indicação pedagógica: Educação Infantil e Anos Iniciais do Ensino Fundamental ― recomendado para leitores a partir de 4 anos.",Troinha,2026-06-18,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"O coração e a garrafa","Oliver Jeffers",Oliver,Jeffers,"Biblioteca do Ponto de Cultura UBEMTEM",9788516075767,8516075761,"Era uma vez uma menina cheia de admiração pelo mundo a sua volta. Até que um dia aconteceu algo que a fez guardar seu coração em um lugar seguro, de onde não poderia tirá-lo... Leia mais",Salamandra,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"100 Números Para Sonhar Um Mundo Diferente","Elen Riot",Elen,Riot,"Biblioteca do Ponto de Cultura UBEMTEM",9788560820795,8560820795,"Em meio a um turbilhão de informações, números, acontecimentos, não é fácil se situar e entender o mundo, principalmente quando se é adolescente. Este livro traz 100 números-chave, escolhidos para fazer pensar, refletir e alimentar discussões a respeito de situações que nos cercam, como os grandes desafios do século XXI. Alguns dados e recortes oferecem argumentos e razões que possibilitam ver o futuro com otimismo.","SM Paradidático",2009-01-01,,,,,48,,,,,,,,,,,,,2026-06-25,1
book,"Coisas Importantes","Peter Carnavas, Regina Drummond",Peter,Carnavas,"Biblioteca do Ponto de Cultura UBEMTEM",9788532279200,8532279201,"Felipe vive com sua mãe. É ela quem faz tudo em casa, já que o pai de Felipe saiu da vida deles. Quando eles se desfazem de uma caixa repleta de coisas velhas que pertenceram ao pai ausente, uma série de eventos ocorrem e revelam as formas diferentes de Felipe e sua mãe lidarem com a falta do pai. Leia mais","FTD Educação",2011-01-01,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"O Menino Enrolado","PAULA PIANO SIMÕES",PAULA,SIMÕES,"Biblioteca do Ponto de Cultura UBEMTEM",9788598866659,8598866652,"Nasci em Lisboa numa madrugada chuvosa de inverno e cresci rodeada de muitas irmãs, quatro no total.
Por conta de uma revolução que aconteceu em Portugal, vim com meus pais e irmãs para o país de nossa mãe, o Brasil.
No Rio de Janeiro fiz muitos amigos e me formei em Direito. Casei-me com um carioca e tivemos três filhos.
Nova mudança, desta vez para a Bahia. O círculo de amizades não parou de aumentar e concluí uma pós-graduação em Produção Cultural. Surpresa, constato que moro em Salvador há quinze anos!
Quando os filhos cresceram e cada um tomou seu rumo, voltei minha atenção para uma atividade que gostava muito de fazer quando era jovem: escrever.
Comecei pelo blog ""Fagulha de Ideias"", onde comento sobre os livros que li e gostei.
Depois vieram as histórias.
A primeira foi ""A Pergunta Mais Importan-te"", publicada em 2015 pela editora Humani-dades. No início do ano, um conto meu foi incluído na coletânea ""Escritor Profissional"", da editora fluminense Oito e Meio
Agora é a vez de ""O Menino Enrolado"" receber toda a atenção e carinho da Caramurê
Publicações.",CARAMURÊ,2018-07-28,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"A pior princesa do mundo","Anna Kemp, Marília Garcia",Anna,Kemp,"Biblioteca do Ponto de Cultura UBEMTEM",9788577532483,8577532488,"Esqueça os lindos vestidos, casamentos de contos de fadas e bailes monumentais Cansada dessas princesinhas bobas? Enjoada de tantos contos de fadas e príncipes que salvam princesas? Querendo uma princesa com um pouquinho mais de animação? Então este livro é perfeito para você! O negócio da princesa Soninha é aventura, brincadeira e arranjar amigos bem diferentes. Ela é mesmo a pior princesa do mundo! Soninha é uma princesa nada convencional. Cansou de ficar num castelo esperando pelo príncipe encantado e não acha nada animador o mundo de contos de fadas que ele tem a lhe oferecer. Ela quer mesmo é partir em busca de aventuras e se divertir... montada num dragão! Leia mais","Paz & Terra",2012-12-31,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Uma Gota De Magica","Ana Maria Machado",Ana,Machado,"Biblioteca do Ponto de Cultura UBEMTEM",9788528101362,8528101363,"Nunca estudei pedagogia. Meu negócio é contar histórias, inventar escrita. Mas também sou mãe. Quando meu filho Rodrigo tinha uns quatro ou cinco anos, nós morávamos na Inglaterra. Um dia descobri que ele estava começando a ler em inglês. Logo vi que, se eu não fizesse alguma coisa, ele iria ficar letrado em língua dos outros e analfabeto na nossa. Inventei então um jogo com sílabas escritas em cartões. Era muito divertido: íamos juntando os cartões, formando palavras e inventando histórias. Ler e criar era uma coisa só, muito curtida. Começamos pelas sílabas com que ele tinha começado a falar: as vogais, o ma, ba, pa, la e seus companheiros. Deu ótimo resultado e ficamos muito felizes.
Anos depois, resolvi dividir essa alegria com todas as crianças que já estão no ponto de aprender a ler e que ficam se chateando às vezes com cartilhas sem graça. Aí, pedi ajuda a uma pedagoga, a Marisa Almeida Borba, que me orientou quanto à melhor ordem para a aquisição das sílabas na leitura. E fui buscar socorro com o Claudius, que eu adoro, admiro e respeito e que há muito tempo trabalha com educação
— tem experiência na Europa, na África e por aqui mesmo. Já escrevi uma porção de livros, mas poucos têm me dado tanta emoção como os dessa série Mico Maneco: para tantas crianças, o primeiro livro lido na vida. Uma espécie de chave mágica para toda a literatura, todas as leituras futuras, todos os livros do mundo! Vocês nem podem imaginar como isso esquenta dentro do peito...
Ana Maria Machado","Fora Do Catalogo",2018-09-21,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"O que há de África em nós","Walter Fraga, Wlamyra R. de Albuquerque",Walter,Fraga,"Biblioteca do Ponto de Cultura UBEMTEM",9788516084769,8516084760,"O que há de África em nós é um livro de viagens. Os personagens atravessam o oceano Atlântico, visitam outros períodos históricos, embarcam em navios e chegam a lugares e situações diferentes. Cecília, Camila, Akin, Chico, Isabel e Alice são alguns dos viajantes a nos guiar nessa incrível história sobre a presença africana no Brasil.Tudo começa com uma pergunta: Desde quando o mundo é mundo? Essa questão nos leva ao continente africano. As invenções dos primeiros grupos humanos que ali habitavam, a colonização portuguesa, a escravidão, as relações entre o Brasil e os países africanos e as criações culturais de africanos e seus descendentes em nosso país são alguns dos pontos de embarque rumo ao conhecimento sobre nossa história.As rotas? É você quem faz. Experimente ler a partir de qualquer capítulo, misture os personagens, refaça as histórias que, afinal, também são suas. Mas venha logo, o embarque já está garantido a quem tiver imaginação e curiosidade! Leia mais","Moderna Literatura",2013-07-11,,,,,80,,,,,,,,,,,,,2026-06-25,1
book,"ABC Afro-brasileiro","Carolina Cunha",Carolina,Cunha,"Biblioteca do Ponto de Cultura UBEMTEM",9788576754503,8576754509,"“Axé”, “capoeira”, “dendê”, “ebó”, “Levante dos Malês”, “Menininha do Gantois” e “Yemanjá” são alguns dos verbetes desse ABC, que compõe um retrato da herança africana na cultura brasileira, resgatando valores, costumes, tradições. Em texto e imagem, Carolina Cunha apresenta a influência de diversas nações africanas na culinária, na música, na relação com a natureza, na religiosidade... enfim, na formação do povo brasileiro.","EDICOES SM",2009-01-01,,,,,48,,,,,,,,,,,,,2026-06-25,1
book,"ABC do Continente Africano","Rogério Andrade Barbosa",Rogério,Barbosa,"Biblioteca do Ponto de Cultura UBEMTEM",9788576751748,8576751747,"Por que o Nilo é o “rio da vida”? Por que a árvore baobá é chamada de “mãe”? Quais são os significados das danças e dos ornamentos africanos? Local de origem do ser humano, rico de história e de cultura, a África tem diversas faces: é exótica e misteriosa, perigosa e cruel, triste e explorada. Esse ABC apresenta cidades, vilarejos, grandes líderes, mitos e cores do continente ao qual os brasileiros estão intimamente ligados. Leia mais","Edições Sm",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Paiquere, O Paraiso Dos Kaingang","Nao Consta",Nao,Consta,"Biblioteca do Ponto de Cultura UBEMTEM",9788576754558,857675455X,"Fíetó transformou-se em pássaro e voou para as terras do ín-dio Minarã com o propósito de roubar uma brasa de fogo para aquecer a aldeia e os alimentos. Na volta, provocou um incên-dio, mas levou enfim conforto e prosperidade para seu povo.
Tempos depois, uma forte tempestade alagou planícies e en-cobriu montanhas. Quando a terra secou, os irmãos gêmeos Kamé e Kairu, o Sol e a Lua, trataram de colocar ordem nas coisas. Foram eles que criaram e deram nome a tudo neste mundo, segundo a cosmogonia dos Kaingang, povo espalha-do pelos estados de São Paulo, Paraná, Santa Catarina e Río Grande do Sul. Os indígenas têm um pensamento particular sobre a origem da vida e do universo, bem diferente do ho-mem branco. As histórias que você lerá aqui falam de temas comuns a várias culturas, como a conquista do fogo e o grande dilúvio, que ocorreram em tempos bem longínquos...
Cléo Busatto é escritora, mediadora em projetos de oralidade, leitura e literatura infantojuvenil, contadora de histórias, mestre em Teoria Literária pela Universidade Federal de Santa Catarina (UFSC) e pes-quisadora transdisciplinar no Centro de Transdisciplinaridade (Ce-trans). Cléo publicou pela SM Pedro e o Cruzeiro do Sul.
Joãocaré é ilustrador, músico, professor de ioga e ex-grafiteiro. Nasceu em Porto Alegre, Río Grande do Sul, mas mora em Berlim, Alemanha. O primeiro livro infantil que ilustrou recebeu o Prêmio Açorianos de Literatura em 2008. A partir de 2009, Joãocaré começou a dividir seu tempo entre a Europa, onde estão os filhos, e o Brasil, sua terra natal.","SM Paradidático",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Com quantos pingos se faz uma chuva?","Maria Amália Camargo, Ionit Zilberman",Maria,Camargo,"Biblioteca do Ponto de Cultura UBEMTEM",9788564571402,8564571404,"Qual o melhor método para limpar as orelhas dos livros: com um cotonete ou esfregando o mindinho? Por que algumas pessoas lambem o dedo antes de virar as folhas das revistas: para tirar o pó do rodapé das páginas? Você gosta de frases com pontos de interrogação? Que tal um livro cheinho delas?",ÔZé,2017-10-09,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,Diversidade,"Tatiana Belinky, Gilles Eduar",Tatiana,Belinky,"Biblioteca do Ponto de Cultura UBEMTEM",9788520000908,8520000908,"Os versos da autora mostram que não basta reconhecer que as pessoas são diferentes. É preciso respeitar as diferenças, seja no aspecto físico, no comportamento ou na personalidade. Essa diversidade está na cor da pele, na textura do cabelo, nos humores ou no temperamento, fatores que não tornam as pessoas melhores ou piores, mas diferentes, como todos os seres humanos. Leia mais","FTD Educação",2021-06-02,,,,,40,,,,,,,,,,,,,2026-06-25,1
book,"O Tupi Que Você Fala","Claudio Fragata",Claudio,Fragata,"Biblioteca do Ponto de Cultura UBEMTEM",9788525059642,8525059641,"Guri, pipoca, saci, guaraná, abacaxi. Podemos não perceber, mas é comum falarmos tupi. As palavras de origem indígena fazem parte do nosso cotidiano e com O tupi que você fala as crianças descobrirão que vários alimentos, animais e plantas têm nomes dados pelos índios. Claudio Fragata revela de forma divertida que todos temos um pouco","Globo Livros",2021-06-28,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"A Aventura de Abaré","Juliana Schroden, Roberto Weigand",Juliana,Schroden,"Biblioteca do Ponto de Cultura UBEMTEM",9788532282774,8532282776,"Abaré é um simpático papagaio que vive com seu amigo Membira e sua família em uma aldeia indígena nômade. Embora feliz, Abaré parte para a cidade em busca de aventuras. Nelas, conhece diversas crianças, que vivem em famílias muito diferentes, em ambientes urbanos bem variados. E nessa busca, ele faz uma descoberta reveladora. Leia mais","FTD Educação",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Semeador Do Bem, O","Cleber Galhardi",Cleber,Galhardi,"Biblioteca do Ponto de Cultura UBEMTEM",9788583531227,8583531226,"É impossível ler e não se apaixonar pela história de Betinho. O menino encontra um saco com sementes mágicas e passa a plantá-las. Com o tempo, novos amigos apresentam-se para colaborar, e o resultado é um mundo mais acolhedor e iluminado.
Betinho ensina que a vida pode e deve ser muito interessante se tivermos a iniciativa e o compromisso de torná-la melhor. Afinal, nunca é tarde para semear o bem!",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Mateus, esse boi é seu","Marco Haurélio",Marco,Haurélio,"Biblioteca do Ponto de Cultura UBEMTEM",,,"Eu li, gostei e recomendo!
Conte para seu amigo e para sua família sobre o que você mais gostou no seu livro.",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Avó com Cheiro de Pão Caseiro","Zuca Zé, Pirillo Marília",Zuca,Zé,"Biblioteca do Ponto de Cultura UBEMTEM",9788579330162,8579330165,"Já imaginou um neto descobrindo que sua avó tem namorado? Então, prepare-se para descobrir como o menino desta história nos conta sobre sua relação com a avó e como ele descobriu que ela estava namorando o dono da padaria. Avó com cheiro de pão caseiro é uma delicada história sobre as relações entre avós e netos, com direito a recordações e receita de um delicioso pão caseiro, o delicioso pão de vó Belinha. Leia mais",Zit,2013-01-01,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"O que voce faz com uma oportunidade?","Kobi Yamada",Kobi,Yamada,"Biblioteca do Ponto de Cultura UBEMTEM",9788592824099,8592824095,"O que você faz com uma oportunidade?
Especialmente com uma que parece tão grande e tão selvagem ou tão fora do alcance?
Você hesita? Você age como se não desse bola?
Você a deixa passar?
Esta é a história de algumas oportunidades extraordinárias e de uma criança que não sabe direito o que fazer com elas. Mas, quanto mais as oportunidades aparecem, mais a fascinação da criança aumenta.
E, então, um belo dia, um pouquinho de coragem faz toda a diferença do mundo.
Esta é uma história para qualquer pessoa, em qualquer idade, que já tenha desejado algo em algum momento, mas que teve receio de arriscar demais para consegui-lo.
É uma história para inspirar você a abraçar as oportunidades que aparecem na sua vida. Porque você nunca sabe quando uma oportunidade, uma vez aproveitada, pode ser aquela que acabará mudando tudo.",,2018-01-01,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"A menina furacão e o menino esponja","Ilan Bremman e Lucía Serrano",Ilan,Serrano,"Biblioteca do Ponto de Cultura UBEMTEM",,,"Ela é expansiva e otimista em relação ao futuro. Ele é retraído e ressabiado. Em A menina furacão e o menino esponja, llan Brenman faz um apelo genuíno ao que temos de riqueza maior: a troca de experiências.",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"O Que Você Faz Com Uma Ideia?","Kobi Yamada, Mae Besom",Kobi,Yamada,"Biblioteca do Ponto de Cultura UBEMTEM",9788592824006,8592824001,"O que você faz com uma ideia? Especialmente uma ideia que é diferente, desafiadora, ou só um pouquinho maluca? Essa é a história de uma ideia brilhante e da criança que a ajuda a vir ao mundo. Conforme a confiança da criança cresce, a ideia cresce também. E então, um dia, uma coisa maravilhosa acontece.Essa é uma história para qualquer um, de qualquer idade, que, alguma vez, já teve uma ideia que parecia grande demais, esquisita demais, difícil demais. É uma história para inspirar você a aceitar sua ideia, a dar espaço para que ela cresça e ver o que acontece então. Leia mais",Vooinho,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Na colina","Benji Davies",Benji,Davies,"Biblioteca do Ponto de Cultura UBEMTEM",9788516108366,8516108368,"Bento e Edu são os melhores amigos. Eles ficaram um tempão juntos, brincando na colina. Mas, um dia, aparece outro menino. E ele quer se juntar à dupla. Será que dois podem virar três? Leia mais",Salamandra,2018-03-06,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Tatugo Timbó","Patrícia Secco",Patrícia,Secco,"Biblioteca do Ponto de Cultura UBEMTEM",,,,,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Tenho mais monstros na Barriga","Guilherme Semionato",Guilherme,Semionato,"Biblioteca do Ponto de Cultura UBEMTEM",9788592063115,8592063116,"Eu sou o Marcelo, e um dia descobri que dentro da minha barriga vivem muitos monstrinhos. Alguns são mais animados, outros são mais quietinhos. Às vezes eles aparecem quando estou sozinho, outras vezes quando me relaciono com as pessoas e o mundo à minha volta.","Tonia Casarin",2019-02-20,,,,,50,,,,,,,,,,,,,2026-06-25,1
book,"A árvore generosa","Shel Silverstein, Fernando Sabino",Shel,Silverstein,"Biblioteca do Ponto de Cultura UBEMTEM",9788574067537,8574067539,"Neste clássico da literatura infantil, um menino e uma árvore têm uma relação muito especial. Dia após dia, ele come suas maçãs, brinca em seus galhos e descansa sob sua sombra. Porém, à medida que vai crescendo, fica cada vez mais exigente em seus pedidos, e a árvore, mesmo com poucos recursos mas cheia de amor, continua a fazer tudo o que ele quer. Todos os dias um menino vai até uma árvore para se pendurar em seus galhos, comer suas maçãs e descansar sob sua sombra. O menino ama a árvore; e ela, feliz, o ama também. Porém, à medida que o tempo passa, o garoto cresce e começa a desejar mais do que a simples companhia de sua amiga para brincar e repousar. Ele passa a querer dinheiro, uma casa, uma esposa... E a árvore, sem muitos recursos para ajudá-lo mas disposta a qualquer coisa para vê-lo feliz, vai se desfazendo aos poucos, mostrando que, pelo amor do menino, pode abrir mão de sua própria vida. Leia mais","Companhia das Letrinhas",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Temos Cor de Pele Tão Diferentes? - Coleção Só Me Diz por Que...","Sara Agostine",Sara,Agostine,"Biblioteca do Ponto de Cultura UBEMTEM",9788538901860,8538901869,"Aifa, uma linda garotinha de pela escura e uma cascata de trancinhas no cabelo, chega à sala de aula de Ana. A professora, então, conversa com os alunos sobre a diversidade racial e sobre a importância de respeitar as diferenças.",Escala,2014-01-01,,,,,27,,,,,,,,,,,,,2026-06-25,1
book,"Bruxa Onilda vai à festa","Enric Larreula, Roser Capdevila",Enric,Larreula,"Biblioteca do Ponto de Cultura UBEMTEM",9788526250109,8526250108,"Certo dia, Bruxa Onilda foi convidade para uma grande festa. Ela não perderia por nada aquele evento! Lá dançou com um jovem alquimista, participou da corrida de vassouras e, finalmente venceu o concurso de beleza, o Miss Aiquehorror. Nenhuma outra concorrente era tão feia como ela. Bruxa Onilda ficou muito orgulhosa. Leia mais",Scipione,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"A Viagem de Filomena","Vera Granado, Grupo Editorial Zit, Não possui, Sérgio França, Nicole Cardoso",Vera,Granado,"Biblioteca do Ponto de Cultura UBEMTEM",9788599105986,8599105981,"A história de uma minhoca que queria voar. Por meio de versos, a autora vai relatando todas as possibilida-des em que a minhoca pensou para conseguir chegar ao céu, e todos os obstáculos que encontrou. O livro mostra que devemos ter sonhos e lutar por eles; que, apesar das diferenças e limitações, podemos ter as mesmas oportunidades. A autora ensina que a arte é um meio de expressar o que sentimos e idealizamos. _x000D_","Zit Editora",2021-10-13,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Folia dos Três Bois","Sylvia Orthof, Rosinha",Sylvia,Orthof,"Biblioteca do Ponto de Cultura UBEMTEM",9788561521929,8561521929,"No clima das festas populares do nordeste e dos cortejos de boi-bumbá, as aventuras de Zé e Das Graças, um casal de retirantes, que volta para casa por causa da gravidez da mulher. Na viagem, eles encontram personagens fantásticos. E na hora do nascimento do bebê, três bois mágicos lhe trazem como presente o direito que toda criança tem a viver sem pobreza, com educação de qualidade gratuita e a oportunidade de brincar e se divertir.",Rovelle,2012-05-01,,,,,64,,,,,,,,,,,,,2026-06-25,1
book,"Cordel das lendas bovinas","Jorge Fernando dos Santos",Jorge,Santos,"Biblioteca do Ponto de Cultura UBEMTEM",9788535604832,8535604839,"Em 24 estrofes de seis versos de nove sílabas, cada uma iniciada com uma letra do alfabeto, a obra conta histórias, lendas e mitos e mistura fantasia e realidade em versos rimados e bem-humorados para falar da presença do boi na vida dos homens, da Idade da Pedra aos nossos dias.","Editora Paulinas",2007-06-26,,,,,24,,,,,,,,,,,,,2026-06-25,1
book,"O homem que amava caixas","Stephen Michael King, Gilda de Aquino",Stephen,King,"Biblioteca do Ponto de Cultura UBEMTEM",9788585357696,858535769X,"Este livro, delicadamente, explora a complexidade das emoções envolvidas quando se ama alguém, e mostra que, às vezes, o amor pode ser demonstrado através de atos e não de palavras. As ilustrações, de um colorido vivo, complementam o texto sensível e delicado. Leia mais",Brinque-Book,1997-01-01,,,,,36,,,,,,,,,,,,,2026-06-25,1
book,"O sonho de Borum","Edson Krenak, Mauricio Negro",Edson,Krenak,"Biblioteca do Ponto de Cultura UBEMTEM",9788582176177,8582176171,"A Fundação Nacional do Livro Infantil e Juvenil (FNLIJ) – seção brasileira do International Board on Books for Young People (IBBY), cuja missão é divulgar livros de qualidade para crianças e jovens –, reconhecendo o trabalho inédito da escrita literária criada por indígenas para esse público, e como ação de fortalecimento da nova década dos povos indígenas (2005-2015), proclamada pela UNESCO, criou, em 2004, em parceria com o Instituto Indígena Brasileiro para Propriedade Intelectual (INBRAPI), por meio do Núcleo de Escritores e Artistas Indígenas (NEArIn), o Concurso Tamoios de Textos de Escritores Indígenas. A obra O sonho de Borum, de Edso Krenak, é a vencedora do 10o Concurso Tamoios de Textos de Escritores Indígenas. A Autêntica Editora, unindo-se a essa ação inovadora, publica o texto vencedor, possibilitando que este, transformado em livro, seja lido por mais pessoas.","Autêntica infantil e juvenil",2015-05-06,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Turma da Mônica - Folclore Brasileiro","Mauricio de Sousa",Mauricio,Sousa,"Biblioteca do Ponto de Cultura UBEMTEM",9788574889252,8574889253,"Um dos aspectos mais ricos da cultura brasileira é o seu diversificado folclore. São cantigas de roda, parlendas, pegadinhas, trava-línguas, músicas, adivinhas, provérbios, crendices, trovas, acalantos e brincadeiras que atravessaram gerações e gerações e até hoje encantam as crianças. Neste livro, os personagens da brasileiríssima Turma da Mônica mostram o quanto o folclore está presente no nosso dia a dia e como continua atrativo, mesmo em tempos de computadores e videogames. Afinal, manter o folclore brasileiro vivo é missão de todos nós. Este livro já se tornou um clássico mais que indispensável! Vem ainda com um guia do professor ao final do livro com muitas divas de atividades para desenvolver com os pequenos e trabalhar de forma interdisciplinar. Conteúdo especialmente desenvolvido com curadoria psicopedagógica. Leia mais",Girassol,2015-08-06,,,,,168,,,,,,,,,,,,,2026-06-25,1
book,"Era uma vez num Jardim","Sandra Pina, Grupo Editorial Zit, Não possui, Sérgio França, Nicole Cardoso",Sandra,Pina,"Biblioteca do Ponto de Cultura UBEMTEM",9788599105665,8599105663,"Era uma vez um livro de imagens ou, se preferir, um livro sem texto ou história sem palavras. Livro que traz uma história que a criança pode ler e compreender muito antes de dominar a linguagem escrita. Tudo parecia viver em harmonia no jardim. Até que um dia, um passarinho é preso e outro fica, no jardim. O que poderá acontecer com os passarinhos? Para descobrir todos estes mistérios dessa história será preciso abrir as páginas deste livro, que nos permite múltiplas leituras. Você não quer fazer a sua?","Zit Editora",2018-11-22,,,,,24,,,,,,,,,,,,,2026-06-25,1
