item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Joselito e Seu Esporte Favorito","Léo Cunha, Salmo Dansa",Léo,Cunha,"Biblioteca do Ponto de Cultura UBEMTEM",9788561521905,8561521902,"A história deste livro é uma homenagem que o escritor Leo Cunha faz a sua madrinha literária, a grande escritora Sylvia Orthof.Tudo começa quando uma escola se prepara para receber triunfalmente a autora, num dia de feira de livros. Mas ela tem que ir ao hospital fazer um exame e não consegue ir à feira. Todos na escola ficam frustrados, especialmente o garoto Joselito, que começa a armar uma senhora confusão. A partir de um fato verídico, a história mistura realidade e imaginação, inclusive citando vários personagens e recriando rimas e situações encontrados nos livros de Sylvia.",Rovelle,2012-06-13,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Na Venda de Vera - Coleção Tirando de Letra","Ricardo Coimbra",Ricardo,Coimbra,"Biblioteca do Ponto de Cultura UBEMTEM",9788586218491,8586218499,"Tirando de Letra é uma coleção de livros desenvolvida para reforçar, complementar e estimular os processos de alfabetização e letramento. Sem deixar de lado o caráter literário, cada obra ressalta uma letra do alfabeto e, bem ao gosto das crianças, privilegia o campo sonoro, explorando uma situação inusitada com rimas e ritmo. Na Venda da Vera vendiam-se vidros de vento, mas ninguém acreditava. Será que era verdade? Leia mais",Manati,2008-01-01,,,,,20,,,,,,,,,,,,,2026-06-25,1
book,"A Teia das Águas","Roseana Murray e Bia Hetzel",Roseana,Hetzel,"Biblioteca do Ponto de Cultura UBEMTEM",,,"Tem gente que para e repara nos presentes que a natureza nos dá. As poetas Roseana Murray e Bia Hetzel e o ilustrador Daniel Gnattali nos pedem uma pausa no corre-corre da vida e nos emprestam uma lupa mágica para repararmos melhor na teia de vida da qual fazemos parte: de onde vem a água da chuva? Zoé, o que é?",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Grande circo favela - Uma História de Superação e Solidariedade Inspirada pelo Primeiro Palhaço Negro do Brasil","Otávio Júnior, Roberta Nunes",Otávio,Júnior,"Biblioteca do Ponto de Cultura UBEMTEM",9788545559603,8545559607,"Ju, uma menina esperta e cheia de sonhos, encontra Mingau, um palhaço que trocou a alegria pela tristeza depois que o circo no qual trabalhava fechou. Perdido, ele perambulava pela cidade até chegar à favela onde mora Ju. Ela, que nunca havia visto um palhaço de perto, tem uma grande ideia que surpreenderá a todos.Ao final, o leitor terá uma incrível revelação nessa história que transborda superação e solidariedade, conhecendo mais sobre o artista que inspirou Otávio Jr: Beijo Moleque, interpretado por Benjamim de Oliveira, o primeiro palhaço negro do Brasil.A inspiração dessa história é a mesma do tema da Acadêmicos do Salgueiro no carnaval de 2020.","Estrela Cultural",2019-09-01,,,,,32,,,,,,,,,,,,,2026-06-25,1
book,"Malala e seu lápis mágico","Malala Yousafzai, Kerascoët, Lígia Azevedo",Malala,Yousafzai,"Biblioteca do Ponto de Cultura UBEMTEM",9788574068114,857406811X,"Um livro de Malala Yousafzai para os pequenos leitores sobre a importância de lutar pelos próprios direitos ― e nunca deixar de sonhar. Quando era apenas uma menina vivendo no Paquistão, o maior desejo de Malala era ter um lápis mágico. Mas quando seu direito à educação foi colocado em perigo por homens que acreditavam que meninas não deveriam ir à escola, Malala percebeu que a sociedade em que vivia precisava de mudanças imediatas. Só então ela foi capaz de enfrentar grandes obstáculos até encontrar dentro de si a força e as ferramentas necessárias para mudar o mundo. Em seu primeiro livro infantil, a garota paquistanesa ganhadora do Prêmio Nobel da Paz, retorna à própria infância para apresentar sua história aos pequenos leitores e inspirar uma nova geração a quebrar o silêncio para transformar o mundo em um lugar melhor. Leia mais","Companhia das Letrinhas",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"O que tem na venda da Dona Neném?","Otávio Júnior",Otávio,Júnior,"Biblioteca do Ponto de Cultura UBEMTEM",,,"Na subida do Morro do Caracol, a venda da dona Neném é um ponto de encontro cheio de sabores, afeto e memórias. Com receitas nordestinas e muita alegria, ela transforma sua pequena venda num espaço de convivência, poesia e cultura popular.",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"A Gotinha Sueli","Mestre Toni Vargas",Mestre,Vargas,"Biblioteca do Ponto de Cultura UBEMTEM",,,"Antonio Cesar de Vargas
Mais conhecido como Mestre Toni Vargas, é natural do Rio de Janeiro, nascido em 5/4/1958. Pai de três filhos, avô de dois netos, formado em Educação Física pela UFRJ e pós-graduado em Dança.
Quando pequeno, morou no subúrbio do Rio, onde deu início a sua trajetória na capoeira. Hoje possui mais de 50 anos de prática e é formado há 38 anos, por Mestre Peixinho. É reconhecido como um dos grandes mestres renomados dessa arte, considerada pelo próprio poeta como sua primeira e mais importante formação.
Apesar de ter seus primeiros versos escritos aos seis anos, foi através da capoeira que se desenvolveu como poeta, tocador e cantador. É autor dos livros, Fragmentos. da Mandinga, Textos Urbanos, Textos no Isolamento e de diversos álbuns musicais autorais, compositor de inúmeras músicas que trafegam pelos mais diferenciados gêneros, que vão do universo infantil, passam pelo rock, samba, blues, MPB e culminam em incontáveis cantigas de capoeira.",,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"ABC do Brasil","Ana Maria Machado",Ana,Machado,"Biblioteca do Ponto de Cultura UBEMTEM",9788576752295,8576752298,"O Brasil se faz da exuberância da fauna e da flora, da miscigenação, do futebol, da culinária, de festas tradicionais, da alegria e espontaneidade de seus habitantes, de nomes como Machado de Assis, Carlos Drummond de Andrade, Guimarães Rosa, Oscar Niemeyer, Tom Jobim, Juscelino Kubitschek, e muito mais. É o que mostra Ana Maria Machado nesse ABC, um mosaico da grande diversidade desse país com mais de 8 milhões de metros quadrados. Leia mais","SM Paradidático",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Rua Luanda","Edimilson de Almeida Pereira",Edimilson,Pereira,"Biblioteca do Ponto de Cultura UBEMTEM",9788535620252,8535620257,"Rua Luanda reúne dezoito poemas que ressaltam exatamente a importância desses valores supremos que tornam a vida mais bela e mais humana ao mostrar que o diferente também é possível e igualmente válido. Os textos quase cantigas também remetem à cultura afro-descendente seja na escolha vocabular seja pela referência a Luanda capital da República da Angola (país da costa ocidental da África).As belas ilustrações de Rubem Filho trazem muitos elementos africanos quer nas cores quentes empregadas quer nos detalhes.",Paulinas,2008-01-14,,,,,39,,,,,,,,,,,,,2026-06-25,1
book,Cordeláfrica,"César Obeid",César,Obeid,"Biblioteca do Ponto de Cultura UBEMTEM",9788516093648,8516093646,"O livro propõe uma visita, por meio da literatura de cordel, às diversas culturas que atravessaram o Atlântico - vindas do distante continente africano -, se fundiram em solo brasileiro e tomaram dimensões próprias. A consciência da enorme influência dessas culturas no cotidiano de todos os brasileiros ajudará na tentativa de acabar com os preconceitos que até hoje, infelizmente, assombram a nossa sociedade. Para ilustrar toda essa riqueza de detalhes em forma de rimas, foi escolhida uma técnica de ilustrações digitais baseada na xilogravura. Leia mais","Moderna Literatura",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Emocionário: Diga o que você sente","Cristina Núñez Pereira, Rafael R. Valcárcel, Rafaella Lemos",Cristina,Pereira,"Biblioteca do Ponto de Cultura UBEMTEM",9788543106595,8543106591,"Como descrever o AMOR?O que você sente quando está com MEDO?De onde vem a ALEGRIA?Por que sentimos INVEJA?Emocionário é um dicionário de emoções que nos ajuda a entender melhor o que se passa em nosso coração. Prazer, ódio, entusiasmo, insegurança, orgulho e muitos outros sentimentos são representados por ilustrações inspiradoras e explicados de forma simples e delicada. Com esse livro, crianças de todas as idades vão aprender a reconhecer suas emoções e expressar seus sentimentos.Com ilustrações de: Adriana Keselman • Alejandra Karageorgiu • Anita Morra • Bela Oviedo • Cynthia Orensztajn • Elissambura • Federico Combi • Gabriela Thiery • Javier González Burgos • Jazmín Varela • Josefina Wolf • Keki un puntito • Luciana Feito • María Lavezzi • Maricel Rodríguez Clark • Nancy Brajer • Nella Gatica • Paola De Gaudio • Patricia Fitti • Romina Biassoni • Tofi • Virginia Piñón Leia mais","Editora Sextante",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Contos De Itaparica","Rogério Andrade Barbosa",Rogério,Barbosa,"Biblioteca do Ponto de Cultura UBEMTEM",9788560820832,8560820833,"O faminto Guerê, metade porco, metade cavalo, chega para perturbar a tranquilidade de uma casa. Tudo o que ele quer é comer, e nenhuma das artimanhas pensadas pela mãe é capaz de impedi-lo de saciar sua fome.
Já Ana, jovem lavadeira, conta com a ajuda de um animal de hábitos nunca vistos para deixar as roupas de sua patroa de um branco branquíssimo.
A Ilha de Itaparica é assim, repleta de magia e ritmo.
Ao som de acalantos e músicas, suas histórias são transmitidas de boca em boca, ecoando a riqueza de contos e folclores desse lugar.","SM Paradidático",2010-01-01,,,,,36,,,,,,,,,,,,,2026-06-25,1
book,"Onda (Nova edição)","Suzy Lee",Suzy,Lee,"Biblioteca do Ponto de Cultura UBEMTEM",9788574067735,8574067733,"A premiada artista Suzy Lee faz uso de elementos muito simples para criar uma bela história ― que não precisa de absolutamente nenhuma palavra para ser contada. Com um uso refinado de linha e cor, ela explora a força na natureza, da amizade e das novas experiências. “Onda, de Suzy Lee, é um grito poderoso de arte, silêncio e movimento!” Roger Mello Leia mais","Companhia das Letrinhas",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Sinto o que sinto: e a incrível história de Asta e Jaser","Lázaro Ramos, Mundo Bita, Ana Maria Sena",Lázaro,Ramos,"Biblioteca do Ponto de Cultura UBEMTEM",9788595540583,8595540586,"Mesmo para os adultos, lidar com os sentimentos nem sempre é fácil. Isso é o que Dan, personagem principal dessa história, percebe ao longo de seu dia, enfrentando diferentes situações que o fazem ter de encarar uma mistura bastante diversa de sentimentos. E à noite, já em casa e quase pronto para ir dormir, Dan ouve uma história muito especial de seu avô sobre seus ancestrais.O livro de estreia de Lázaro Ramos na Carochinha Editora tem como objetivo ajudar as crianças a entender que é normal sentir raiva, alegria, orgulho, tudo ao mesmo tempo. Aprender a identificar e a nomear tais sentimentos é muito importante para o desenvolvimento emocional do ser humano. Além disso, a obra mostra a importância de se valorizar a nossa ancestralidade. Leia mais",Carochinha,,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Tenho Monstros na Barriga","Tonia Casarin",Tonia,Casarin,"Biblioteca do Ponto de Cultura UBEMTEM",9788592063108,8592063108,"Os livros tenho monstros na barriga e tenho mais monstros na barriga foram escritos por tonia casarin com o objetivo de ajudar as crianças a reconhecerem e entenderem melhor suas emoções, além de auxiliar os pais e professores a se juntarem nessa aventura, amparando as crianças durante o processo de descoberta e desenvolvimento de competências socioemocionais e inteligência emocional. Tenho monstros na barriga – o livro narra a história do pequeno marcelo, que diz sentir um monte de ""coisas"" desconhecidas na barriga. No decorrer da história, ele entende que essas ""coisas"" na verdade são as emoções e as chama de ""monstrinhos"". Com este livro, as crianças vão descobrir, explorar e entender junto com marcelo os sentimentos de alegria, tristeza, raiva, medo, coragem, curiosidade, orgulho e ciúme. A leitura ajuda no processo de descoberta e desenvolvimento de competências socioemocionais e inteligência emocional. Além disso, é uma ótima oportunidade para pais, professores e crianças se juntarem nessa aventura. Leia mais","TONIA CASARIN",,,,,,,,,,,,,,,,,,,2026-06-25,1
book,"Luar Insone Polvilhado de Outonos","Sergio Bruni",Sergio,Bruni,"Biblioteca do Ponto de Cultura UBEMTEM",9788555470523,8555470528,"Dentre as principais patologias oftalmológicas que acometem homens e mulheres de nosso tempo, encontra-se o Spetaculum Mundi.
Esta enfermidade se apodera dos indivíduos fazendo com que só consigam perceber as coisas espetaculares do mundo. As capacidades do olhar ficam atrofiadas de tal modo que só o extraordinário é percebido. Tal atrofia da visão vai aos poucos condicionando todos os demais sentidos e potencialidades, que passam a perceber somente a beleza e a graça nas manifestações portentosas da vida.
A epopeia das insignificâncias entoada por Sergio Bruni ajuda a perceber, dizendo de forma meio enviesada, como o espetacular principia a cegueira para as coisas essenciais. Mas isso só quem coleciona cacos é capaz de compreender.
É coisa para apreciadores de mosaicos. Assim como Pierre Fatumbi Verger: ""não congelou imagens, perpetuou poetante o preto e o branco"".",,2017-01-01,,,,,128,,,,,,,,,,,,,2026-06-25,1
book,"Pnbe - Nao E Uma Caixa - 2014","Antoinette Portis",Antoinette,Portis,"Biblioteca do Ponto de Cultura UBEMTEM",9788540503441,8540503441,,"COSAC & NAIFY",,,,,,,,,,,,,,,,,,,2026-06-25,1
